batch_id,tensile_strength_MPa,machine_temperature_C,cycle_time_sec,inter_failure_hours,defects_per_batch,surface_defects_per_m2,pass_fail,items_passed_per_lot50,sensor_voltage_V,raw_material_purity_pct,load_stress_MPa,humidity_pct
321,521.75,188.08,91.12,199.45,2,6,1,47,3.3336,99.493,330.89,46.14
322,530.71,190.45,39.37,92.29,0,5,1,49,3.2715,98.021,316.86,46.3
323,505.27,188.2,56.97,39.12,3,0,1,49,3.5007,97.456,312.32,41.45
324,557.66,196.72,20.94,7.63,4,2,1,47,3.5877,98.534,303.22,42.9
325,501.89,184.96,4.37,21.28,1,0,1,47,3.5598,97.591,303.43,43.61
326,498.14,189.68,27.55,270.49,4,2,1,46,3.6283,97.264,317.02,45.53
327,540.85,177.36,22.58,139.01,3,1,1,47,3.2341,97.125,332.29,44.78
328,534.25,182.29,90.8,34.51,2,0,1,47,3.4569,97.057,321.1,39.36
329,531.23,189.87,12.59,8.14,5,4,1,45,3.3431,98.078,294.28,47.98
330,531.31,190.94,153.15,140.78,3,2,1,48,3.6555,98.067,274.82,42.13
331,519.78,182.94,142.8,101.95,2,2,1,49,3.7236,97.464,326.27,54.61
332,503.85,184.5,12.8,62.21,4,1,0,49,3.3688,98.96,369.03,51.25
333,521.36,174.37,19.25,54.23,2,0,1,48,3.2571,97.323,303.93,36.69
334,507.81,182.5,101.66,29.33,2,3,1,47,3.3521,99.288,299.8,43.73
335,537.55,191.23,152.99,132.9,3,1,1,50,3.2624,98.469,328.05,53.04
336,517.35,189.03,26.37,423.49,5,0,1,49,3.3935,97.069,291.06,48.31
337,505.14,188.5,17.42,23.19,2,3,1,49,3.5229,99.407,342.92,45.45
338,514.22,185.35,33.6,109.09,2,0,1,47,3.7842,97.77,319.07,33.37
339,527.43,185.05,52.38,66.24,2,1,1,49,3.4396,98.125,309.41,43.91
340,509.85,180.38,14.38,71.02,4,1,0,49,3.332,97.711,292.97,46.05
341,505.2,189.89,60.01,35.19,4,1,1,47,3.3001,98.821,329.41,34.72
342,524.39,187.95,2.39,209.25,1,3,0,46,3.3038,98.214,300.23,48.07
343,524.41,188.44,2.27,79.69,1,1,1,48,3.3156,97.331,325.6,41.49
344,510.88,181.32,21.97,94.08,1,1,1,47,3.6574,97.261,318.78,46.51
345,511.52,169.93,19.63,43.62,0,5,1,49,3.2366,98.813,338.41,45.66
346,524.18,192.68,17.07,24.08,5,2,1,45,3.7984,97.593,313.5,43.72
347,493.93,181.65,30.39,10.78,0,2,1,48,3.5136,97.344,378.56,48.96
348,494.67,178.96,17.4,150.26,3,0,1,42,3.5266,98.249,322.21,46.41
349,507.07,189.85,9.61,26.21,4,3,1,44,3.4145,99.007,313.22,58.58
350,516.16,182.26,16.66,140.57,3,1,1,46,3.6142,97.697,301.44,53.89
351,525.6,192.42,165.83,59.39,1,4,1,50,3.4829,97.691,329.29,39.94
352,546.56,189.32,23.83,64.5,3,2,1,47,3.3974,99.085,301.93,50.93
353,535.44,189.78,26.47,76.0,2,4,1,49,3.3591,97.37,292.97,41.32
354,517.12,175.44,38.67,55.01,2,2,1,46,3.7554,98.542,299.69,39.13
355,519.66,193.48,184.27,12.73,1,0,1,46,3.3746,99.388,305.77,37.62
356,501.95,186.83,12.44,44.46,2,3,1,44,3.4618,99.103,359.5,43.21
357,519.67,182.42,51.46,130.78,3,0,1,47,3.4102,97.155,316.43,50.03
358,514.8,186.0,56.64,131.52,3,6,1,48,3.2517,97.8,295.46,45.79
359,525.81,172.57,42.06,40.46,3,3,1,48,3.3116,97.356,333.95,47.54
360,505.11,187.86,4.17,73.97,1,0,1,48,3.3137,99.373,314.15,28.86
361,529.35,177.79,50.84,25.8,5,1,1,48,3.6162,99.465,338.48,43.85
362,547.59,175.53,2.98,28.34,3,1,1,47,3.444,97.587,352.06,39.74
363,518.04,174.34,40.8,2.8,2,1,1,45,3.6692,98.674,277.18,37.1
364,527.23,192.79,60.55,272.47,2,3,1,47,3.6254,99.104,257.75,38.98
365,532.42,180.6,10.66,28.39,5,1,1,46,3.3152,97.584,353.81,45.35
366,512.78,195.74,82.92,30.98,3,2,1,46,3.5378,97.469,294.88,48.29
367,524.03,181.25,1.39,39.35,4,1,1,48,3.6457,97.028,272.63,40.45
368,520.23,173.05,83.55,16.35,3,6,1,48,3.5798,98.03,298.45,47.95
369,521.76,177.18,27.76,122.35,5,5,1,47,3.56,99.249,288.71,49.08
370,506.09,193.65,11.04,9.37,2,1,1,48,3.6438,99.257,293.0,46.65
371,520.44,183.91,6.46,17.29,7,0,1,49,3.2341,97.319,328.83,40.71
372,528.96,181.16,137.89,124.19,4,3,1,48,3.6389,97.511,302.09,42.51
373,546.12,186.12,3.39,49.8,1,3,1,43,3.3636,98.02,274.41,46.64
374,537.27,188.51,9.99,147.7,1,2,1,50,3.5431,98.952,310.72,41.42
375,558.76,192.82,19.23,97.82,2,7,1,47,3.3454,98.53,291.27,48.23
376,506.19,195.14,43.57,35.49,2,1,1,46,3.7033,98.285,304.51,39.46
377,535.7,182.48,35.42,126.26,3,1,1,47,3.4883,98.48,305.77,46.9
378,523.3,175.72,6.04,14.83,3,1,1,47,3.5858,97.24,328.6,49.53
379,559.42,182.11,15.39,92.25,2,2,1,47,3.6764,98.194,298.88,45.96
380,505.45,186.82,12.28,68.97,3,5,1,48,3.7372,99.48,325.35,40.05
381,504.89,178.25,10.81,37.42,3,1,1,49,3.6392,97.221,274.91,36.85
382,509.21,178.3,23.83,111.16,2,2,1,44,3.2893,98.298,329.77,39.46
383,481.77,187.41,54.79,246.06,4,1,1,48,3.7127,97.739,338.58,47.44
384,510.54,184.66,11.03,818.01,2,2,1,47,3.5711,98.35,304.93,43.97
385,506.34,185.23,20.55,112.31,6,0,1,48,3.5657,98.435,291.99,42.0
386,522.71,179.69,22.31,62.24,8,1,1,50,3.7528,98.444,286.29,46.99
387,526.15,183.39,168.7,30.62,2,1,1,45,3.3493,99.131,309.44,35.07
388,553.77,178.53,139.22,35.66,5,3,1,46,3.3438,97.974,336.75,43.69
389,537.11,191.23,72.46,78.35,2,1,1,49,3.5079,98.291,300.63,39.47
390,509.62,192.25,12.45,54.93,5,2,1,44,3.6505,97.027,334.45,38.25
391,503.83,172.08,3.17,294.15,3,3,1,47,3.4683,98.974,284.67,42.43
392,528.85,178.49,17.15,55.12,2,1,1,48,3.5803,97.649,302.27,57.36
393,496.24,174.52,13.96,56.1,3,2,1,47,3.4715,99.041,309.04,48.16
394,552.97,180.45,31.73,58.05,1,3,1,49,3.5662,97.664,314.76,39.35
395,541.23,184.42,67.67,217.4,3,4,1,47,3.6934,97.027,302.68,51.05
396,511.55,174.85,87.94,126.25,0,3,1,50,3.3083,97.387,337.43,38.47
397,489.16,178.55,83.86,114.28,1,4,1,47,3.6172,99.464,337.77,52.59
398,544.37,177.97,20.06,48.8,2,1,1,47,3.6725,97.8,306.15,40.59
399,517.94,186.45,52.3,204.39,2,3,1,46,3.4683,97.272,298.55,45.55
400,542.28,185.49,16.88,4.69,0,2,1,47,3.3939,97.297,296.79,55.43
401,491.3,179.95,2.83,245.56,0,2,1,49,3.2081,97.776,332.76,43.25
402,509.21,186.24,54.41,86.28,3,3,1,46,3.6783,97.094,295.37,54.19
403,520.09,181.17,0.44,60.95,3,2,1,47,3.3968,98.279,277.85,44.64
404,520.85,183.1,23.68,82.5,1,2,1,47,3.4144,97.534,281.13,44.56
405,511.9,196.71,17.98,132.1,3,5,1,49,3.4016,98.298,324.67,40.57
406,531.21,194.38,53.2,1.54,5,2,1,46,3.4992,97.352,279.96,52.06
407,500.78,175.9,65.41,246.27,4,1,1,45,3.6215,98.075,301.22,42.52
408,517.44,190.81,16.31,71.03,0,1,1,46,3.6631,98.495,312.25,54.53
409,522.17,190.68,75.12,50.4,1,3,1,45,3.4355,97.155,272.99,41.86
410,529.26,176.96,15.66,17.85,3,1,1,48,3.5979,97.997,314.01,42.72
411,532.81,190.73,26.6,69.46,3,2,1,46,3.6324,97.756,302.86,50.02
412,499.76,195.77,58.43,82.3,2,1,1,48,3.3782,97.601,268.04,44.46
413,492.39,177.14,53.13,62.03,7,1,1,49,3.258,98.511,314.29,46.44
414,543.0,178.58,196.72,136.23,1,2,1,47,3.7368,98.471,318.71,38.45
415,525.98,192.12,11.48,65.55,4,1,1,47,3.6063,98.577,314.06,45.55
416,506.53,186.9,48.85,390.6,2,3,1,48,3.5889,97.397,321.09,46.86
417,547.92,188.86,42.34,109.74,3,2,1,50,3.2353,97.714,315.68,53.62
418,522.08,187.38,110.98,197.71,1,5,1,49,3.6907,97.524,326.06,42.61
419,541.23,187.73,7.65,13.9,6,1,1,48,3.5396,98.351,289.19,46.69
420,521.22,175.71,62.71,60.76,5,0,1,49,3.7087,98.153,279.27,51.05
421,557.09,192.33,37.8,49.29,2,1,1,49,3.7847,97.826,284.45,45.21
422,551.6,193.19,14.45,101.13,4,1,1,48,3.7743,98.965,292.13,50.43
423,515.52,183.39,28.95,236.89,0,0,1,45,3.7137,97.235,354.48,57.49
424,537.49,184.7,18.28,9.79,3,1,1,46,3.2066,99.437,292.33,45.15
425,531.62,174.28,38.96,9.04,2,3,1,48,3.7314,97.291,298.52,51.62
426,544.64,188.6,98.92,227.91,4,4,1,45,3.245,98.933,304.85,47.57
427,502.63,189.0,37.91,28.72,2,1,1,47,3.7107,97.921,302.15,49.29
428,532.35,184.56,44.95,132.59,3,1,1,48,3.3681,99.163,349.93,48.53
429,539.05,192.87,32.91,93.94,6,3,1,48,3.566,97.185,272.04,50.33
430,488.34,182.66,2.36,214.69,2,2,1,48,3.2228,97.937,358.08,50.0
431,498.7,188.95,11.93,16.04,3,1,1,49,3.6627,97.839,313.18,44.65
432,483.29,177.86,30.48,16.68,2,3,1,48,3.267,99.483,331.15,42.22
433,515.15,184.84,16.71,97.65,5,1,1,48,3.4464,99.464,310.45,47.13
434,532.92,183.78,9.03,351.1,3,0,1,48,3.6905,97.475,327.94,37.73
435,547.04,186.58,31.57,64.34,3,3,1,46,3.6172,98.575,289.22,48.09
436,521.33,182.41,17.54,47.51,4,2,1,48,3.2036,98.339,280.19,48.73
437,549.32,184.08,13.43,111.98,3,2,1,47,3.4418,97.386,367.05,44.11
438,495.16,190.78,28.06,319.88,8,3,1,47,3.2252,97.419,352.1,45.22
439,489.34,181.94,6.44,217.63,4,1,1,45,3.6041,99.473,286.82,49.56
440,519.0,173.75,118.24,648.01,1,1,1,48,3.7814,98.132,325.76,48.74
441,526.91,197.25,91.02,2.74,3,3,1,45,3.5932,97.315,335.47,49.63
442,519.41,194.67,55.34,14.37,0,2,1,46,3.3346,97.537,324.52,48.89
443,482.79,175.95,5.05,112.83,2,4,1,47,3.4131,97.671,305.42,45.53
444,518.4,189.83,67.3,206.16,2,1,1,47,3.786,98.277,354.54,44.93
445,496.52,181.48,74.25,40.3,1,0,1,49,3.3344,97.839,325.13,47.11
446,532.05,186.84,65.7,32.81,3,2,1,45,3.5369,98.138,289.59,52.27
447,526.6,187.06,5.44,185.56,3,3,1,49,3.4403,97.416,301.49,46.32
448,503.08,183.36,46.47,6.96,3,2,1,47,3.661,97.817,286.46,51.53
449,510.75,179.51,80.9,55.33,0,2,1,48,3.7204,97.176,307.64,34.84
450,500.93,180.17,38.75,84.58,3,3,1,48,3.4045,99.224,306.93,46.61
451,518.87,178.59,46.78,98.61,5,6,1,47,3.5962,97.497,326.62,45.41
452,537.19,179.18,27.59,156.51,2,1,1,45,3.5294,98.892,326.29,36.67
453,502.26,184.53,33.85,52.59,1,3,1,48,3.3671,97.874,318.54,37.42
454,529.07,179.99,1.57,113.82,2,3,1,44,3.3632,98.186,317.95,47.31
455,510.46,189.77,45.84,105.65,3,1,1,47,3.5232,97.728,332.95,45.54
456,505.73,195.41,3.82,95.19,5,1,1,49,3.2924,98.741,305.03,48.95
457,518.07,180.94,25.69,122.76,1,1,1,49,3.6865,99.111,257.35,32.02
458,501.37,186.68,15.58,36.04,0,1,1,47,3.2414,97.716,356.44,50.35
459,510.03,188.5,35.48,10.61,2,3,1,50,3.2567,97.606,289.96,50.38
460,498.44,188.3,6.44,15.24,4,2,1,48,3.4053,98.704,325.3,38.08
461,555.37,185.53,52.94,30.52,1,2,1,49,3.2709,97.488,302.51,52.04
462,520.63,190.2,71.32,83.23,5,0,1,48,3.4854,98.6,340.76,53.95
463,507.4,188.38,8.03,220.24,2,0,1,47,3.4398,97.236,288.84,38.33
464,523.85,176.34,4.96,145.0,1,0,1,48,3.6331,98.55,294.36,45.54
465,517.98,191.08,7.08,186.73,2,4,0,49,3.7718,98.284,299.05,45.99
466,516.02,191.21,94.35,51.87,5,0,1,49,3.6521,97.285,322.19,36.01
467,531.06,179.66,33.8,62.23,0,0,1,48,3.3077,98.623,314.91,43.35
468,533.64,185.27,28.34,60.04,4,2,1,50,3.7613,98.116,322.43,52.02
469,510.45,189.78,5.08,25.56,3,3,1,47,3.4353,97.543,312.79,40.7
470,509.64,183.53,47.18,7.58,1,1,1,47,3.4845,97.883,330.5,54.14
471,515.05,192.51,91.12,107.26,2,1,1,50,3.4529,98.23,330.87,46.84
472,478.57,201.55,79.26,543.57,4,0,1,48,3.3683,97.229,343.32,41.04
473,492.73,179.5,44.26,21.9,4,1,1,48,3.737,99.394,317.56,45.23
474,544.6,175.33,3.52,5.74,1,2,1,48,3.3993,98.664,317.46,37.68
475,549.61,187.13,5.37,181.44,3,1,1,47,3.5472,97.256,348.87,47.14
476,515.52,190.05,2.28,34.94,5,2,1,48,3.344,99.057,336.34,44.04
477,530.38,183.38,13.4,212.38,1,1,1,48,3.6784,97.806,321.41,42.87
478,525.6,195.17,6.56,146.06,3,1,1,46,3.6645,98.492,279.32,37.77
479,575.42,175.63,13.55,349.53,2,1,1,49,3.3778,97.693,272.96,44.6
480,540.15,189.85,21.88,63.1,2,0,1,47,3.6089,98.834,323.48,46.03
481,517.7,180.76,128.9,130.15,1,2,1,48,3.6223,98.808,324.39,38.15
482,502.8,197.04,42.42,75.03,2,0,1,48,3.5375,98.38,294.1,50.41
483,491.08,198.95,81.07,119.5,3,3,1,47,3.5604,97.602,317.79,46.39
484,523.66,179.63,55.76,71.65,5,2,1,47,3.5447,97.634,289.91,40.76
485,506.39,181.15,5.37,25.08,5,0,1,48,3.2491,97.957,322.59,44.52
486,494.4,191.02,59.92,85.09,2,3,1,47,3.6022,97.363,323.16,49.18
487,508.36,182.29,14.48,90.24,3,3,1,46,3.4819,97.844,323.02,51.85
488,500.53,184.68,45.86,199.67,0,2,1,44,3.4631,98.711,317.38,52.93
489,550.37,185.18,18.76,159.6,4,4,1,47,3.716,99.077,303.53,54.0
490,535.87,171.56,272.83,130.8,2,1,1,46,3.2139,97.831,305.34,38.35
491,519.86,184.9,13.77,14.44,6,1,1,50,3.3508,97.584,335.5,41.45
492,546.64,180.17,14.73,153.02,2,2,1,48,3.2728,99.082,319.13,37.99
493,521.39,181.55,120.1,83.25,4,2,1,49,3.2212,99.227,320.74,50.45
494,504.5,195.11,1.12,269.43,4,1,1,49,3.3654,98.025,311.9,44.14
495,547.42,176.2,53.68,302.89,2,3,1,48,3.7931,97.067,324.33,51.31
496,529.7,190.69,58.15,6.81,4,1,0,47,3.3621,98.737,331.1,37.91
497,501.33,183.05,81.46,206.2,1,0,1,48,3.5982,98.96,296.18,41.55
498,516.57,183.04,165.0,4.61,1,1,1,47,3.271,97.045,323.04,41.01
499,504.24,190.53,167.1,54.91,3,4,1,48,3.5611,98.488,305.03,51.19
500,495.11,187.38,3.04,93.78,4,3,1,48,3.7907,98.471,316.9,48.5
501,536.67,188.99,77.63,19.23,2,2,1,48,3.3751,97.947,328.38,34.85
502,554.37,191.78,46.77,164.6,2,4,0,48,3.7088,98.874,278.06,42.67
503,494.83,182.68,46.9,1.01,4,2,1,48,3.7985,98.07,286.16,49.8
504,530.13,180.71,6.18,22.16,2,3,1,47,3.5531,98.692,295.49,50.57
505,508.29,177.4,47.27,104.33,1,3,1,49,3.3856,98.293,293.93,47.07
506,511.23,179.22,182.01,150.37,3,4,1,49,3.6041,97.621,306.43,45.9
507,509.34,205.64,109.28,298.15,0,4,1,47,3.7069,98.516,347.23,40.35
508,504.45,193.71,26.02,146.7,1,0,1,47,3.3028,98.842,335.93,50.35
509,520.87,175.54,1.83,133.69,3,3,0,48,3.4715,99.435,297.23,39.02
510,505.04,175.74,20.24,60.17,3,1,1,49,3.3915,97.95,329.12,36.94
511,524.87,188.37,78.79,0.15,2,4,1,48,3.37,97.161,309.05,46.04
512,519.1,188.83,54.4,15.36,0,0,1,46,3.7165,99.47,317.56,42.78
513,515.7,188.84,27.67,91.77,4,5,1,46,3.453,98.56,288.42,48.62
514,503.66,183.22,2.55,134.92,1,3,1,47,3.4034,99.366,280.94,47.42
515,509.62,184.12,25.05,64.84,3,2,1,50,3.5621,97.26,326.11,53.54
516,533.6,187.3,28.49,157.42,1,0,1,47,3.3316,97.855,310.72,47.02
517,529.02,185.6,118.75,88.54,3,0,1,49,3.3379,97.335,321.5,50.3
518,502.4,169.46,46.11,9.25,4,2,1,48,3.5122,99.089,345.06,40.74
519,521.79,183.39,16.81,25.59,2,0,1,49,3.4456,99.201,304.75,48.56
520,533.52,179.04,33.53,219.91,2,2,1,46,3.377,98.253,304.95,43.62
521,489.95,186.23,3.08,154.88,0,2,1,47,3.2324,97.467,348.91,42.53
522,529.78,205.9,161.82,270.18,3,2,0,47,3.5125,97.318,310.37,40.49
523,508.07,187.57,20.09,15.01,2,1,1,47,3.69,98.47,292.33,52.71
524,530.27,182.81,29.24,555.32,3,2,1,49,3.7108,98.266,326.19,44.97
525,506.26,191.45,19.75,28.2,2,0,1,48,3.3413,98.737,304.77,41.06
526,487.51,188.38,51.63,1.42,6,3,1,47,3.5598,97.763,291.9,48.39
527,490.7,187.94,48.84,715.33,3,0,1,47,3.7135,98.006,311.97,42.8
528,520.87,189.25,56.54,39.6,1,1,1,46,3.4452,97.053,328.19,41.01
529,524.68,199.4,14.05,132.32,2,1,1,48,3.7593,98.525,284.5,59.51
530,503.72,177.08,17.07,23.33,3,2,1,46,3.7418,98.058,283.99,38.96
531,531.49,188.32,6.02,104.17,5,0,1,48,3.3249,99.299,308.24,54.33
532,490.09,178.52,47.96,281.25,4,2,1,47,3.3554,98.604,285.8,40.95
533,518.81,188.89,1.83,46.31,1,2,1,48,3.3083,97.997,281.93,48.13
534,498.2,178.57,40.97,133.13,0,2,1,45,3.3176,97.659,310.13,44.49
535,508.27,182.08,91.7,24.98,7,0,1,49,3.7447,99.263,334.33,48.68
536,520.85,182.93,99.67,117.63,4,4,1,47,3.7587,97.041,327.34,38.09
537,504.51,191.83,26.82,49.22,1,4,1,47,3.2311,97.817,307.65,37.48
538,513.08,191.43,27.67,28.47,1,2,1,49,3.5562,99.359,338.22,48.83
539,538.11,176.28,3.6,45.08,5,2,1,50,3.5385,98.635,348.17,36.1
540,509.62,185.38,49.99,23.64,7,1,1,46,3.4343,98.332,320.81,39.16
541,535.04,180.03,77.48,278.63,2,2,1,49,3.579,97.509,301.94,44.55
542,499.67,176.19,12.63,60.74,4,1,1,49,3.7684,99.083,344.38,38.53
543,529.54,183.48,24.61,33.77,2,2,1,44,3.3022,97.51,343.41,39.17
544,545.95,182.84,82.14,71.39,1,3,1,47,3.2722,97.621,315.57,42.94
545,475.51,201.99,94.34,46.37,5,1,1,49,3.22,97.48,336.9,34.08
546,505.66,188.03,12.54,163.71,6,1,0,47,3.4183,97.395,292.81,38.0
547,530.39,175.36,35.99,425.77,1,1,1,48,3.4026,99.383,264.52,51.7
548,516.35,181.05,9.62,69.16,2,1,1,46,3.4585,98.505,288.63,49.78
549,526.68,192.15,4.84,236.82,0,5,1,47,3.502,98.595,314.54,56.33
550,509.13,199.62,108.92,100.13,2,0,1,46,3.6547,99.386,308.37,47.97
551,521.56,173.9,77.29,20.53,4,2,1,49,3.4353,97.576,331.16,51.51
552,517.2,171.84,64.23,140.78,2,1,1,47,3.3984,97.015,277.32,42.89
553,541.02,198.1,2.25,86.45,2,2,1,50,3.6961,98.497,277.75,44.06
554,524.58,187.73,83.53,126.19,1,3,1,50,3.7099,98.27,326.77,47.06
555,526.08,178.92,25.93,264.53,3,2,1,47,3.3397,98.194,278.41,35.53
556,512.59,188.74,18.86,69.67,2,2,1,50,3.3888,97.155,304.04,47.73
557,511.22,166.55,35.58,277.73,2,2,1,47,3.6951,98.136,310.54,41.88
558,512.21,185.02,4.31,166.68,1,3,1,46,3.2476,97.719,295.69,42.72
559,527.1,187.29,63.6,80.47,4,2,1,48,3.3955,97.686,322.71,49.99
560,512.42,191.47,39.3,110.93,4,0,1,50,3.469,97.556,264.64,37.24
561,525.22,177.9,9.29,47.27,3,1,1,47,3.3122,97.831,350.3,45.28
562,557.36,185.6,9.38,493.24,2,4,1,45,3.3079,97.883,302.74,47.24
563,535.68,178.52,9.16,132.08,6,2,1,47,3.4549,97.772,306.25,42.35
564,514.13,186.79,2.64,5.38,2,2,1,47,3.6527,99.447,369.26,45.19
565,541.62,178.73,39.88,47.45,3,1,1,49,3.7041,99.332,280.08,45.43
566,512.65,182.14,82.56,117.16,2,0,1,50,3.7875,98.436,287.01,49.49
567,483.31,178.03,0.79,6.96,5,3,1,47,3.2444,99.453,340.9,44.09
568,501.85,189.56,2.26,2.9,2,1,1,49,3.33,99.478,275.76,38.74
569,486.33,191.01,38.27,71.75,2,1,1,46,3.654,97.89,320.89,42.11
570,513.67,183.36,77.04,48.54,5,3,1,48,3.5244,98.113,296.66,43.26
571,520.33,185.27,17.8,69.21,2,3,0,48,3.3966,99.398,274.44,41.0
572,550.18,174.86,19.36,36.57,2,0,1,47,3.3234,98.522,321.59,45.95
573,525.88,182.9,40.82,21.6,6,2,1,46,3.3683,97.532,322.24,45.71
574,516.06,184.65,14.42,140.21,0,1,1,47,3.4576,98.723,310.03,45.45
575,534.93,203.35,1.21,86.73,4,2,1,45,3.3063,97.514,355.52,40.51
576,480.2,177.22,59.8,26.8,0,2,1,44,3.7785,97.848,293.03,45.65
577,524.24,195.25,44.22,46.21,3,1,1,45,3.2646,97.569,329.06,51.44
578,533.88,191.98,39.12,107.52,2,0,1,46,3.7913,97.612,317.2,46.47
579,493.39,186.96,60.91,9.0,3,3,1,47,3.7051,97.012,331.37,50.36
580,540.59,197.31,50.61,19.14,4,2,1,47,3.4539,99.202,298.91,45.54
581,526.09,187.6,10.37,9.13,2,2,1,49,3.6439,97.74,279.54,41.81
582,512.52,187.72,19.56,200.76,8,2,1,49,3.6029,97.216,295.0,49.3
583,531.39,184.63,6.07,167.52,0,2,1,50,3.328,97.217,308.6,37.96
584,560.87,193.56,6.26,167.96,6,0,1,49,3.4034,98.39,324.98,42.21
585,523.27,192.68,50.74,151.19,3,0,1,48,3.5079,99.482,310.38,44.29
586,524.47,180.62,88.03,132.82,1,3,0,49,3.5827,97.363,314.73,48.26
587,511.73,175.77,148.03,77.78,1,1,1,45,3.5257,97.249,347.96,51.37
588,504.7,183.58,44.54,123.36,2,0,1,46,3.4838,98.096,309.47,49.23
589,534.95,179.4,9.16,4.69,3,4,1,50,3.4659,98.408,298.29,48.73
590,504.59,184.56,5.02,116.57,5,1,1,49,3.499,97.736,319.69,49.32
591,521.29,193.66,75.41,180.54,0,3,1,46,3.4606,97.756,272.25,50.02
592,511.4,181.8,38.9,83.26,1,2,1,46,3.5248,98.061,272.2,39.31
593,528.62,184.7,43.34,53.09,2,2,1,45,3.7328,97.785,307.05,56.02
594,526.01,185.41,68.44,38.99,3,1,1,42,3.5797,99.288,289.48,50.55
595,538.68,190.94,54.67,123.54,2,0,1,44,3.6336,97.105,296.62,44.1
596,510.82,169.27,80.93,141.63,4,1,1,48,3.5585,97.586,330.57,46.86
597,515.14,180.75,2.6,245.72,3,2,1,49,3.5858,99.021,321.58,38.43
598,502.38,186.48,61.94,50.29,2,3,1,47,3.547,99.085,308.31,43.7
599,512.0,193.4,85.63,176.24,2,2,1,48,3.2161,97.279,311.83,43.29
600,526.79,181.56,15.17,98.89,3,4,1,46,3.7998,99.434,300.66,42.88
601,533.63,171.86,46.03,257.3,2,2,1,48,3.2202,98.733,328.69,49.07
602,503.4,189.34,16.97,90.05,1,2,1,46,3.4371,97.681,327.44,45.52
603,535.65,180.55,142.62,87.49,3,1,1,49,3.2631,98.14,331.8,39.03
604,544.4,176.67,1.53,103.5,7,0,0,48,3.2582,97.743,330.79,39.12
605,527.44,180.63,39.02,166.03,3,1,1,47,3.6761,97.375,311.19,35.18
606,553.78,183.71,8.2,401.23,2,0,1,45,3.4556,97.728,294.64,49.4
607,506.07,180.77,56.05,9.17,5,3,1,49,3.6807,98.45,306.32,43.88
608,497.6,169.56,8.71,6.59,1,2,1,45,3.3637,99.065,312.57,48.77
609,487.98,191.28,12.08,332.81,1,1,1,46,3.3539,97.909,295.17,60.7
610,546.93,193.92,30.69,90.57,1,1,1,47,3.3507,97.87,345.86,40.51
611,531.78,189.56,110.84,114.51,4,1,1,46,3.5697,98.17,345.97,46.63
612,519.0,177.04,10.71,79.03,2,1,1,47,3.689,98.611,307.36,52.22
613,525.04,183.59,7.01,11.8,3,1,1,49,3.4714,98.879,332.68,42.56
614,499.74,184.95,64.03,175.37,3,2,1,49,3.4275,97.817,322.32,43.3
615,564.02,189.19,31.25,165.03,2,0,1,46,3.7841,98.466,299.07,47.65
616,522.33,189.68,109.26,44.82,0,4,1,47,3.2701,97.973,319.06,57.71
617,521.97,179.86,7.13,43.88,1,3,1,49,3.492,98.791,292.97,48.18
618,533.06,185.57,46.72,218.3,2,2,1,47,3.4451,97.412,290.64,40.79
619,528.66,188.2,11.93,9.01,2,5,1,48,3.2589,97.642,320.49,41.39
620,524.03,195.19,7.67,255.54,0,3,1,49,3.3609,98.065,320.75,42.56
621,505.77,189.93,51.76,35.59,0,2,1,48,3.2171,99.224,369.27,35.9
622,528.49,190.52,40.53,107.87,3,1,1,48,3.7262,98.433,306.58,44.2
623,553.88,185.59,63.26,329.85,1,1,1,49,3.5647,99.413,298.36,45.04
624,544.22,194.87,16.66,136.03,6,0,1,48,3.689,97.258,330.3,45.23
625,548.68,187.87,26.74,64.22,3,1,0,47,3.5129,98.15,309.45,37.75
626,510.8,178.97,23.4,140.36,0,1,1,50,3.5597,98.048,295.75,46.73
627,502.19,194.82,186.33,50.59,3,4,1,48,3.6205,98.501,297.11,40.08
628,517.74,189.89,15.55,38.96,1,1,1,49,3.7448,99.03,306.05,43.81
629,521.0,181.9,15.72,685.05,3,2,1,50,3.2551,99.104,333.2,41.29
630,539.7,181.64,19.7,166.74,2,3,1,49,3.3986,98.675,319.5,50.77
631,489.54,187.08,37.42,124.18,2,2,1,49,3.6254,98.604,291.67,41.57
632,547.53,188.24,13.09,52.67,1,3,1,49,3.775,99.373,350.36,51.73
633,517.16,186.38,111.08,6.05,5,2,1,46,3.7885,97.959,290.04,45.68
634,512.32,187.18,13.9,3.79,2,1,1,48,3.5829,99.082,293.78,47.1
635,501.78,196.9,101.77,96.94,0,3,1,49,3.3162,99.304,335.67,45.42
636,490.21,192.5,4.92,172.27,3,2,0,49,3.2715,98.229,342.95,40.74
637,534.82,186.33,48.09,92.5,2,3,1,48,3.7676,98.823,317.78,47.03
638,521.32,191.59,106.88,220.5,4,2,1,46,3.4604,97.943,281.61,42.85
639,496.78,177.77,8.32,4.08,2,0,1,48,3.3169,97.397,312.13,46.59
640,496.69,187.79,155.35,54.83,4,2,1,49,3.7603,98.466,279.92,48.02
641,513.96,197.67,27.14,32.47,5,1,1,48,3.2627,97.491,364.66,54.54
642,550.04,183.47,131.11,71.15,1,3,1,47,3.6377,98.144,316.32,47.35
643,515.33,179.07,50.83,9.02,4,3,1,50,3.5752,99.182,327.63,49.78
